campaign.resourceName,campaign.advertisingChannelType,campaign.name,campaign.id,metrics.clicks,metrics.conversionsValue,metrics.conversions,metrics.costMicros,metrics.ctr,metrics.averageCpc,metrics.impressions,metrics.interactionRate,metrics.interactions,segments.searchTermTargetingStatus,campaignSearchTermView.resourceName,campaignSearchTermView.searchTerm,metrics.valuePerConversion,metrics.costPerConversion
customers/2565189582/campaigns/23619221250,SEARCH,au-uk_brand_search,23619221250,2,0,0,8690000,0.5,4345000,4,0.5,2,NONE,customers/2565189582/campaignSearchTermViews/23619221250~aG9zdGZ1bGx5IGd1aWRlYm9vaw,hostfully guidebook,,
customers/2565189582/campaigns/23619221250,SEARCH,au-uk_brand_search,23619221250,1,0,0,4690000,0.5,4690000,2,0.5,1,NONE,customers/2565189582/campaignSearchTermViews/23619221250~aG9zdGZ1bGx5IGRpZ2l0YWwgZ3VpZGVib29r,hostfully digital guidebook,,
customers/2565189582/campaigns/23619221250,SEARCH,au-uk_brand_search,23619221250,1,0,0,1714915,1,1714915,1,1,1,NONE,customers/2565189582/campaignSearchTermViews/23619221250~aG9zdGZ1bGx5IGNvbQ,hostfully com,,
customers/2565189582/campaigns/23619267350,PERFORMANCE_MAX,ca-us_pms_pmax,23619267350,75,5,1,645630912,0.2952755905511811,8608412.16,254,0.2952755905511811,75,NONE,customers/2565189582/campaignSearchTermViews/23619267350~bXVsdGkgcHJvcGVydHkgYm9va2luZyBlbmdpbmU,multi property booking engine,5,645630912
customers/2565189582/campaigns/23619267350,PERFORMANCE_MAX,ca-us_pms_pmax,23619267350,23,0,0,55679708,0.40350877192982454,2420856.8695652173,57,0.40350877192982454,23,NONE,customers/2565189582/campaignSearchTermViews/23619267350~bXVsdGlmYW1pbHkgYW5hbHlzaXMgc29mdHdhcmU,multifamily analysis software,,
customers/2565189582/campaigns/23619267350,PERFORMANCE_MAX,ca-us_pms_pmax,23619267350,2,0,0,53110000,0.6666666666666666,26555000,3,0.6666666666666666,2,NONE,customers/2565189582/campaignSearchTermViews/23619267350~c2hvcnQgdGVybSByZW50YWwgY2hhbm5lbCBtYW5hZ2Vy,short term rental channel manager,,
customers/2565189582/campaigns/23619267350,PERFORMANCE_MAX,ca-us_pms_pmax,23619267350,1,0,0,22940000,1,22940000,1,1,1,NONE,customers/2565189582/campaignSearchTermViews/23619267350~c29mdHdhcmUgZm9yIHNob3J0IHRlcm0gcmVudGFscw,software for short term rentals,,
customers/2565189582/campaigns/23619267350,PERFORMANCE_MAX,ca-us_pms_pmax,23619267350,1,0,0,19956468,0.5,19956468,2,0.5,1,NONE,customers/2565189582/campaignSearchTermViews/23619267350~cmVudGFsIHByb3BlcnR5IG1hbmFnZW1lbnQgc29mdHdhcmU,rental property management software,,
customers/2565189582/campaigns/23619267350,PERFORMANCE_MAX,ca-us_pms_pmax,23619267350,2,0,0,15700000,0.11764705882352941,7850000,17,0.11764705882352941,2,NONE,customers/2565189582/campaignSearchTermViews/23619267350~YmVzdCBob3RlbCBib29raW5nIGVuZ2luZQ,best hotel booking engine,,
customers/2565189582/campaigns/23619267350,PERFORMANCE_MAX,ca-us_pms_pmax,23619267350,1,0,0,15150000,0.5,15150000,2,0.5,1,NONE,customers/2565189582/campaignSearchTermViews/23619267350~c3RyIGxlYXNl,str lease,,
customers/2565189582/campaigns/23619267350,PERFORMANCE_MAX,ca-us_pms_pmax,23619267350,7,0,0,10876507,0.7777777777777778,1553786.7142857143,9,0.7777777777777778,7,NONE,customers/2565189582/campaignSearchTermViews/23619267350~b25saW5lIHByb3BlcnR5IG1hbmFnZW1lbnQ,online property management,,
customers/2565189582/campaigns/23619267350,PERFORMANCE_MAX,ca-us_pms_pmax,23619267350,2,0,0,9270000,0.5,4635000,4,0.5,2,NONE,customers/2565189582/campaignSearchTermViews/23619267350~cHJvcGVydHkgbWFuYWdlbWVudCBwbGF0Zm9ybQ,property management platform,,
customers/2565189582/campaigns/23619267350,PERFORMANCE_MAX,ca-us_pms_pmax,23619267350,2,0,0,8680000,0.18181818181818182,4340000,11,0.18181818181818182,2,NONE,customers/2565189582/campaignSearchTermViews/23619267350~YjJiIHRyYXZlbCBzb2Z0d2FyZQ,b2b travel software,,
customers/2565189582/campaigns/23619267350,PERFORMANCE_MAX,ca-us_pms_pmax,23619267350,1,0,0,8540000,1,8540000,1,1,1,NONE,customers/2565189582/campaignSearchTermViews/23619267350~c2hvcnQgdGVybSByZW50YWwgY2FsY3VsYXRvcg,short term rental calculator,,
customers/2565189582/campaigns/23619267350,PERFORMANCE_MAX,ca-us_pms_pmax,23619267350,1,0,0,8510000,0.125,8510000,8,0.125,1,NONE,customers/2565189582/campaignSearchTermViews/23619267350~YjJjIGJvb2tpbmcgZW5naW5l,b2c booking engine,,
customers/2565189582/campaigns/23619267350,PERFORMANCE_MAX,ca-us_pms_pmax,23619267350,1,0,0,8450000,0.5,8450000,2,0.5,1,NONE,customers/2565189582/campaignSearchTermViews/23619267350~dmFjYXRpb24gcmVudGFsIHdlbGNvbWUgYm9vaw,vacation rental welcome book,,
customers/2565189582/campaigns/23619267350,PERFORMANCE_MAX,ca-us_pms_pmax,23619267350,1,0,0,7800000,0.08333333333333333,7800000,12,0.08333333333333333,1,NONE,customers/2565189582/campaignSearchTermViews/23619267350~aG90ZWwgYm9va2luZyBlbmdpbmU,hotel booking engine,,
customers/2565189582/campaigns/23619267350,PERFORMANCE_MAX,ca-us_pms_pmax,23619267350,4,0,0,6750000,0.3333333333333333,1687500,12,0.3333333333333333,4,NONE,customers/2565189582/campaignSearchTermViews/23619267350~YWkgcmVtb3RlIG1hbmFnZW1lbnQ,ai remote management,,
customers/2565189582/campaigns/23619267350,PERFORMANCE_MAX,ca-us_pms_pmax,23619267350,1,0,0,5600000,1,5600000,1,1,1,NONE,customers/2565189582/campaignSearchTermViews/23619267350~ZnVybmlzaGVkIGZpbmRlciBhbHRlcm5hdGl2ZXM,furnished finder alternatives,,
customers/2565189582/campaigns/23619267350,PERFORMANCE_MAX,ca-us_pms_pmax,23619267350,1,0,0,5470000,1,5470000,1,1,1,NONE,customers/2565189582/campaignSearchTermViews/23619267350~d29yZHByZXNzIHZhY2F0aW9uIHJlbnRhbCBib29raW5nIHBsdWdpbg,wordpress vacation rental booking plugin,,
customers/2565189582/campaigns/23619267350,PERFORMANCE_MAX,ca-us_pms_pmax,23619267350,3,0,0,4128155,1,1376051.6666666667,3,1,3,NONE,customers/2565189582/campaignSearchTermViews/23619267350~Y2hhbm5lbCBtYW5hZ2VtZW50IHRvb2xz,channel management tools,,
customers/2565189582/campaigns/23619267350,PERFORMANCE_MAX,ca-us_pms_pmax,23619267350,2,0,0,4030000,1,2015000,2,1,2,NONE,customers/2565189582/campaignSearchTermViews/23619267350~cHJvcGVydHkgbWFuYWdlbWVudCBwb3J0YWxz,property management portals,,
customers/2565189582/campaigns/23619267350,PERFORMANCE_MAX,ca-us_pms_pmax,23619267350,1,0,0,3560000,0.3333333333333333,3560000,3,0.3333333333333333,1,NONE,customers/2565189582/campaignSearchTermViews/23619267350~aG90ZWwgbWFuYWdlbWVudCBzb2Z0d2FyZQ,hotel management software,,
customers/2565189582/campaigns/23619267350,PERFORMANCE_MAX,ca-us_pms_pmax,23619267350,1,0,0,3500000,1,3500000,1,1,1,NONE,customers/2565189582/campaignSearchTermViews/23619267350~c2hvcnQgdGVybSByZW50YWwgd2VsY29tZSBib29r,short term rental welcome book,,
customers/2565189582/campaigns/23619267350,PERFORMANCE_MAX,ca-us_pms_pmax,23619267350,1,0,0,3310000,0.5,3310000,2,0.5,1,NONE,customers/2565189582/campaignSearchTermViews/23619267350~bGFuZGxvcmQgbWFuYWdlbWVudCBzb2Z0d2FyZQ,landlord management software,,
customers/2565189582/campaigns/23619267350,PERFORMANCE_MAX,ca-us_pms_pmax,23619267350,2,0,0,2536221,0.5,1268110.5,4,0.5,2,NONE,customers/2565189582/campaignSearchTermViews/23619267350~c21hcnQgcHJvcGVydHkgYXV0b21hdGlvbg,smart property automation,,
customers/2565189582/campaigns/23619267350,PERFORMANCE_MAX,ca-us_pms_pmax,23619267350,1,0,0,2450000,0.5,2450000,2,0.5,1,NONE,customers/2565189582/campaignSearchTermViews/23619267350~bWlkIHRlcm0gcmVudGFsIGFncmVlbWVudCB0ZW1wbGF0ZQ,mid term rental agreement template,,
customers/2565189582/campaigns/23619267350,PERFORMANCE_MAX,ca-us_pms_pmax,23619267350,1,0,0,2210000,0.04,2210000,25,0.04,1,NONE,customers/2565189582/campaignSearchTermViews/23619267350~cHJvcGVydHkgbWFuYWdlbWVudCBzb2Z0d2FyZQ,property management software,,
customers/2565189582/campaigns/23619267350,PERFORMANCE_MAX,ca-us_pms_pmax,23619267350,1,0,0,1870000,0.16666666666666666,1870000,6,0.16666666666666666,1,NONE,customers/2565189582/campaignSearchTermViews/23619267350~dmFjYXRpb24gcmVudGFscw,vacation rentals,,
customers/2565189582/campaigns/23619267350,PERFORMANCE_MAX,ca-us_pms_pmax,23619267350,1,0,0,1850000,1,1850000,1,1,1,NONE,customers/2565189582/campaignSearchTermViews/23619267350~aG93IG11Y2ggZG8gcHJvcGVydHkgbWFuYWdlcnMgY2hhcmdlIGZvciBzaG9ydCB0ZXJtIHJlbnRhbHM,how much do property managers charge for short term rentals,,
customers/2565189582/campaigns/23619267350,PERFORMANCE_MAX,ca-us_pms_pmax,23619267350,1,0,0,1840000,0.08333333333333333,1840000,12,0.08333333333333333,1,NONE,customers/2565189582/campaignSearchTermViews/23619267350~c2hvcnQgdGVybSByZW50YWw,short term rental,,
customers/2565189582/campaigns/23619267350,PERFORMANCE_MAX,ca-us_pms_pmax,23619267350,1,0,0,1750000,1,1750000,1,1,1,NONE,customers/2565189582/campaignSearchTermViews/23619267350~c3RhcnQgbXkgb3duIGJ1c2luZXNzIGZyb20gaG9tZQ,start my own business from home,,
customers/2565189582/campaigns/23619267350,PERFORMANCE_MAX,ca-us_pms_pmax,23619267350,1,0,0,1660000,1,1660000,1,1,1,NONE,customers/2565189582/campaignSearchTermViews/23619267350~bHV4dXJ5IGVzdGF0ZSBtYW5hZ2VtZW50,luxury estate management,,
customers/2565189582/campaigns/23619267350,PERFORMANCE_MAX,ca-us_pms_pmax,23619267350,1,0,0,1080000,1,1080000,1,1,1,NONE,customers/2565189582/campaignSearchTermViews/23619267350~YWxsIGluIG9uZSBwbXM,all in one pms,,
customers/2565189582/campaigns/23619357777,PERFORMANCE_MAX,au-uk_pms_pmax,23619357777,1,0,0,16630000,0.14285714285714285,16630000,7,0.14285714285714285,1,NONE,customers/2565189582/campaignSearchTermViews/23619357777~aG9saWRheSByZW50YWwgcHJvcGVydHkgbWFuYWdlbWVudCBzb2Z0d2FyZQ,holiday rental property management software,,
customers/2565189582/campaigns/23619357777,PERFORMANCE_MAX,au-uk_pms_pmax,23619357777,2,0,0,8508766,2,4254383,1,2,2,NONE,customers/2565189582/campaignSearchTermViews/23619357777~aG9saWRheSBsZXQgY29udHJhY3QgdWs,holiday let contract uk,,
customers/2565189582/campaigns/23619357777,PERFORMANCE_MAX,au-uk_pms_pmax,23619357777,3,0,0,8500000,0.5,2833333.3333333335,6,0.5,3,NONE,customers/2565189582/campaignSearchTermViews/23619357777~bXVsdGlmYW1pbHkgYW5hbHlzaXMgc29mdHdhcmU,multifamily analysis software,,
customers/2565189582/campaigns/23619357777,PERFORMANCE_MAX,au-uk_pms_pmax,23619357777,1,0,0,5692142,1,5692142,1,1,1,NONE,customers/2565189582/campaignSearchTermViews/23619357777~aSB3YW50IHRvIHN0YXJ0IGEgYnVzaW5lc3MgZnJvbSBob21l,i want to start a business from home,,
customers/2565189582/campaigns/23619357777,PERFORMANCE_MAX,au-uk_pms_pmax,23619357777,1,0,0,4965534,0.5,4965534,2,0.5,1,NONE,customers/2565189582/campaignSearchTermViews/23619357777~b2ZmaWNlIGNsZWFuaW5nIHNlcnZpY2Vz,office cleaning services,,
customers/2565189582/campaigns/23619357777,PERFORMANCE_MAX,au-uk_pms_pmax,23619357777,1,0,0,4580000,1,4580000,1,1,1,NONE,customers/2565189582/campaignSearchTermViews/23619357777~b3V0c291cmNlIHByb3BlcnR5IG1hbmFnZW1lbnQ,outsource property management,,
customers/2565189582/campaigns/23619357777,PERFORMANCE_MAX,au-uk_pms_pmax,23619357777,3,0,0,3410836,0.75,1136945.3333333333,4,0.75,3,NONE,customers/2565189582/campaignSearchTermViews/23619357777~cHJvcGVydHkgbWFuYWdlbWVudCBzZXJ2aWNlcw,property management services,,
customers/2565189582/campaigns/23619357777,PERFORMANCE_MAX,au-uk_pms_pmax,23619357777,1,0,0,3240000,0.3333333333333333,3240000,3,0.3333333333333333,1,NONE,customers/2565189582/campaignSearchTermViews/23619357777~c2hvcnQgdGVybSByZW50YWw,short term rental,,
customers/2565189582/campaigns/23619357777,PERFORMANCE_MAX,au-uk_pms_pmax,23619357777,1,0,0,2520000,1,2520000,1,1,1,NONE,customers/2565189582/campaignSearchTermViews/23619357777~aG90ZWwgaG91c2VrZWVwaW5nIHNjaGVkdWxpbmc,hotel housekeeping scheduling,,
customers/2565189582/campaigns/23619357777,PERFORMANCE_MAX,au-uk_pms_pmax,23619357777,1,0,0,2436357,0.5,2436357,2,0.5,1,NONE,customers/2565189582/campaignSearchTermViews/23619357777~aG9saWRheSByZW50YWwgbWFuYWdlbWVudA,holiday rental management,,
customers/2565189582/campaigns/23619357777,PERFORMANCE_MAX,au-uk_pms_pmax,23619357777,1,0,0,2180000,1,2180000,1,1,1,NONE,customers/2565189582/campaignSearchTermViews/23619357777~dGlueSBob21lcyB0byByZW50,tiny homes to rent,,
customers/2565189582/campaigns/23619357777,PERFORMANCE_MAX,au-uk_pms_pmax,23619357777,1,0,0,1910000,0.3333333333333333,1910000,3,0.3333333333333333,1,NONE,customers/2565189582/campaignSearchTermViews/23619357777~YmVzdCB3ZWJzaXRlcyBmb3Igc2hvcnQgdGVybSByZW50YWxz,best websites for short term rentals,,
customers/2565189582/campaigns/23619357777,PERFORMANCE_MAX,au-uk_pms_pmax,23619357777,1,0,0,1540000,0.5,1540000,2,0.5,1,NONE,customers/2565189582/campaignSearchTermViews/23619357777~dmlydHVhbCBjb25jaWVyZ2Ugc2VydmljZXM,virtual concierge services,,
customers/2565189582/campaigns/23619357777,PERFORMANCE_MAX,au-uk_pms_pmax,23619357777,1,0,0,1463883,1,1463883,1,1,1,NONE,customers/2565189582/campaignSearchTermViews/23619357777~bXVsdGkgcHJvcGVydHkgYm9va2luZyBlbmdpbmU,multi property booking engine,,
customers/2565189582/campaigns/23622401230,SEARCH,ca-us_brand_search,23622401230,8,0,0,69382088,0.6153846153846154,8672761,13,0.6153846153846154,8,NONE,customers/2565189582/campaignSearchTermViews/23622401230~aG9zdGZ1bGx5IHByaWNpbmc,hostfully pricing,,
customers/2565189582/campaigns/23622401230,SEARCH,ca-us_brand_search,23622401230,8,0,0,30541555,0.42105263157894735,3817694.375,19,0.42105263157894735,8,NONE,customers/2565189582/campaignSearchTermViews/23622401230~aG9zdGZ1bGx5IGd1aWRlYm9vaw,hostfully guidebook,,
customers/2565189582/campaigns/23622401230,SEARCH,ca-us_brand_search,23622401230,3,0,0,12258704,0.6,4086234.6666666665,5,0.6,3,NONE,customers/2565189582/campaignSearchTermViews/23622401230~aG9zdGZ1bGx5IGluYw,hostfully inc,,
customers/2565189582/campaigns/23622401230,SEARCH,ca-us_brand_search,23622401230,1,0,0,5510000,0.16666666666666666,5510000,6,0.16666666666666666,1,NONE,customers/2565189582/campaignSearchTermViews/23622401230~aG9zdGZ1bGx5IHJldmlld3M,hostfully reviews,,
customers/2565189582/campaigns/23622401230,SEARCH,ca-us_brand_search,23622401230,2,0,0,5440000,1,2720000,2,1,2,NONE,customers/2565189582/campaignSearchTermViews/23622401230~aG9zdGZ1bGx5IGluYw,hostfully inc,,
customers/2565189582/campaigns/23622401230,SEARCH,ca-us_brand_search,23622401230,1,0,0,2330000,1,2330000,1,1,1,NONE,customers/2565189582/campaignSearchTermViews/23622401230~aG9zdGZ1bGx5IGNvbQ,hostfully com,,
customers/2565189582/campaigns/23622401230,SEARCH,ca-us_brand_search,23622401230,1,0,0,1935423,0.3333333333333333,1935423,3,0.3333333333333333,1,NONE,customers/2565189582/campaignSearchTermViews/23622401230~aG9zdGZ1bGx5IGRldmljZXM,hostfully devices,,
customers/2565189582/campaigns/23657942340,SEARCH,ca-us_pms_search,23657942340,1,0,0,72451200,1,72451200,1,1,1,NONE,customers/2565189582/campaignSearchTermViews/23657942340~YmVzdCBzb2Z0d2FyZSBmb3IgcmVudGFsIHByb3BlcnR5IG1hbmFnZW1lbnQ,best software for rental property management,,
customers/2565189582/campaigns/23657942340,SEARCH,ca-us_pms_search,23657942340,1,0,0,32850000,1,32850000,1,1,1,NONE,customers/2565189582/campaignSearchTermViews/23657942340~Ym9va2luZyBzb2Z0d2FyZXM,booking softwares,,
customers/2565189582/campaigns/23657942340,SEARCH,ca-us_pms_search,23657942340,1,0,0,32680000,0.5,32680000,2,0.5,1,NONE,customers/2565189582/campaignSearchTermViews/23657942340~c2hvcnQgdGVybSByZW50YWwgcHJvcGVydHkgbWFuYWdlbWVudCBzb2Z0d2FyZQ,short term rental property management software,,
customers/2565189582/campaigns/23657942340,SEARCH,ca-us_pms_search,23657942340,1,0,0,9260000,0.025,9260000,40,0.025,1,NONE,customers/2565189582/campaignSearchTermViews/23657942340~cmVudCBtYW5hZ2Vy,rent manager,,
customers/2565189582/campaigns/23657942340,SEARCH,ca-us_pms_search,23657942340,1,0,0,7480000,1,7480000,1,1,1,NONE,customers/2565189582/campaignSearchTermViews/23657942340~Ym9va2luZyBzb2Z0d2FyZQ,booking software,,
customers/2565189582/campaigns/23658078636,SEARCH,au-uk_pms_search,23658078636,2,0,0,126820000,1,63410000,2,1,2,NONE,customers/2565189582/campaignSearchTermViews/23658078636~cHJvcGVydHkgbWFuYWdlbWVudCBzb2Z0d2FyZSBmb3IgbGV0dGluZyBhZ2VudHM,property management software for letting agents,,
customers/2565189582/campaigns/23658078636,SEARCH,au-uk_pms_search,23658078636,1,0,0,57450000,0.5,57450000,2,0.5,1,NONE,customers/2565189582/campaignSearchTermViews/23658078636~aG90ZWwgbWFuYWdlbWVudCBzeXN0ZW0,hotel management system,,
customers/2565189582/campaigns/23658078636,SEARCH,au-uk_pms_search,23658078636,1,0,0,19810225,1,19810225,1,1,1,NONE,customers/2565189582/campaignSearchTermViews/23658078636~aG91c2VrZWVwaW5nIHNvZnR3YXJl,housekeeping software,,
customers/2565189582/campaigns/23658078636,SEARCH,au-uk_pms_search,23658078636,1,0,0,14890000,1,14890000,1,1,1,NONE,customers/2565189582/campaignSearchTermViews/23658078636~aG9zcGl0YWxpdHkgcG9zIHNvZnR3YXJl,hospitality pos software,,
customers/2565189582/campaigns/23658078636,SEARCH,au-uk_pms_search,23658078636,1,0,0,11330000,0.5,11330000,2,0.5,1,NONE,customers/2565189582/campaignSearchTermViews/23658078636~aGFtbW9jayBwcm9wZXJ0eSBzb2Z0d2FyZQ,hammock property software,,
customers/2565189582/campaigns/23658078636,SEARCH,au-uk_pms_search,23658078636,1,0,0,10390000,0.5,10390000,2,0.5,1,NONE,customers/2565189582/campaignSearchTermViews/23658078636~b3BlcmEgaG90ZWwgbWFuYWdlbWVudCBzeXN0ZW0,opera hotel management system,,
